Id,Prediction
392,3762153.75533218
393,3747537.023652
394,4598932.39751189
395,3808469.52536804
396,4295137.90715126
397,4263029.06354721
398,3639376.86993598
399,4201233.02486806
400,3218282.88754688
401,3468444.04550103
402,4011375.76686706
403,3868440.55717571
404,3354496.78373064
405,3985662.61690185
406,3975856.15313351
407,4193794.90520085
408,3331827.82522525
409,3436742.0399212
410,4371774.62145203
411,4578626.43631338
412,4095962.223907
413,3085929.43579486
414,5337486.74626404
415,3939781.72183277
416,4487930.7986686
417,3491794.69879797
418,3563886.3295205
419,3807235.87028378
420,4038732.88630241
421,5120579.20221882
422,3604702.33691513
423,3588376.55294432
424,3808961.33755827
425,4188152.76961773
426,3839866.43342252
427,4177033.2661553
428,5700842.20904617
429,3981959.05504005
430,3296358.40243402
431,3583116.77205404
432,3564070.12769812
433,5228115.42004448
434,3787682.56775943
435,4638628.19893053
436,3968700.52319025
437,3405924.19371296
438,4241397.87629935
439,4418058.68732786
440,4289706.77991922
441,3671396.63573907
442,3526536.44264964
443,5565118.36407593
444,6683337.73954605
445,4044358.33224523
446,4680305.91992215
447,3657633.96021383
448,3581476.52278406
449,5022495.0876245
450,4745910.29053755
451,3575217.30897444
452,4256731.61662562
453,4813218.19259727
454,3882133.41576299
455,3497238.98516498
456,3812439.88029227
457,3667440.89209416
458,2755158.95412911
459,3190119.22484809
460,4345471.37152814
461,4251285.09110766
462,3867722.57304017
463,3713056.79805322
464,4694111.82354892
465,3606431.60901993
466,4034547.67846298
467,3502949.63474461
468,3245783.00477304
469,3926461.95861222
470,3727618.19532676
471,3039740.1179896
472,3296289.34624988
473,3600592.27031784
474,3610325.45882246
475,3821209.21561119
476,3525093.6220023
477,3726311.11337434
478,3628295.15614617
479,3890885.16143486
480,5531452.02357194
481,4712985.3619665
482,3969928.06104296
483,3891121.78277066
484,4944946.27487219
485,3746678.37009742
486,3926814.55633713
487,4156202.91386905
488,3834197.1655204
489,3838809.90034972
490,3903664.86356074
491,3352639.69490554
492,4508449.34471049
493,5344950.41166519
494,3866916.41228811
495,4212449.57796047
496,4163525.13928331
497,4058540.56865636
498,4190436.88825704
499,3638234.7794149
500,4341072.64317697
501,3637067.25984443
502,4110836.66002316
503,5312541.34027478
504,3784875.12711503
505,3630350.03884501
506,3622539.60225812
507,4286137.01722388
508,3798326.34738389
509,4465830.01541693
510,4476840.05154058
511,4557686.78502816
512,3299160.86070405
513,4317779.29898086
514,3509167.9526855
515,3473173.05440821
516,3407619.96776184
517,4270824.66199414
518,4080776.81007704
519,4236676.25271088
520,3738644.1473563
521,3710368.79900651
522,4571209.7750575
523,4464819.71223517
524,3820813.28022969
525,4477899.64615881
526,3586132.83173597
527,5024565.94324642
528,3850097.13694115
529,3874569.3853865
530,3601191.27316622
531,3784020.50455773
532,3592561.22865073
533,3758181.81882393
534,3774754.8780579
535,3734635.53916926
536,4092040.36715351
537,3429275.41897294
538,3495234.76952855
539,4339396.20877617
540,4119870.88458977
541,2840728.89269355
542,4137858.09971192
543,3904552.9656375
544,3859725.10548085
545,3711352.21173494
546,3611863.02472549
547,3969533.55074139
548,4516109.70047437
549,3649644.14643913
550,3555029.24176469
551,4058908.39305478
552,3464156.22322141
553,3978812.94883586
554,4604613.61306892
555,3774885.15513838
556,3402832.29740168
557,4194359.75612262
558,4186601.31176282
559,3969532.27312121
560,3760185.28726612
561,4068288.8605506
562,3628583.90357763
563,4541898.98429684
564,3751125.45586947
565,4101446.66627556
566,3473607.78329878
567,3716202.63615004
568,3756843.73058652
569,4271297.72252799
570,4178218.797467
571,4978736.17639548
572,3535501.86321079
573,3973999.52710943
574,3676781.99073159
575,3310200.06348847
576,5324309.92897693
577,3932836.88835886
578,2599447.22365071
579,5423728.74197159
580,3964220.26137899
581,3743084.21057068
582,4024782.78636305
583,3795662.49846203
584,3746719.68073339
585,3803935.98723079
586,3596802.98119225
587,3793369.95363053
588,4075070.21535598
589,4543660.52884731
590,4310075.09036537
591,3653084.34606355
592,3784329.48680023
593,3748656.34774501
594,3674170.73822389
595,3407772.71725824
596,5070031.65304775
597,3876684.37823662
598,3668791.39884325
599,4467822.14551835
600,4403201.05017286
601,3933264.83568483
602,3658686.6501311
603,3588159.38935235
604,3462403.8144548
605,3835553.16452144
606,3948898.62134089
607,3512303.98733769
608,3557211.48120291
609,3854258.95341978
610,4558888.91665653
611,3789480.4363666
612,3560506.87921417
613,4163977.52764887
614,4055576.02773285
615,3936251.06433802
616,4059954.57828082
617,4009202.55741427
618,4441459.18991646
619,5573076.62108543
620,3692146.6206322
621,4940652.32779983
622,3891138.44978567
623,3898244.11488933
624,3868183.05506787
625,4130410.64601133
626,4332813.88566516
627,4454659.62253514
628,3645617.66951441
629,4036666.02650184
630,4594362.06301622
631,4250610.27575333
632,4558651.34820503
633,4052932.51544193
634,3500832.22037086
635,4381007.80601364
636,4158950.02708958
637,3603286.71980711
638,4068292.82651769
639,6185264.38848035
640,2363485.56840528
641,3624679.38760597
642,3606532.51430871
643,3637272.65379261
644,3757809.71643378
645,3378527.78679569
646,3868382.87028944
647,3535300.06544712
648,5590895.00584174
649,4446591.79866024
650,3575633.07079401
651,3913840.56577431
652,3802784.22858531
653,4144408.76435493
654,4195075.53314109
655,4892501.69508303
656,3422217.36485696
657,3992314.21078183
658,3231377.59958294
659,3468489.31967126
660,4995208.19880901
661,4827595.58081554
662,4526869.99942687
663,4118528.11747351
664,3613290.44810344
665,3982182.27410109
666,5059336.72914791
667,4257836.84649646
668,3749490.43286958
669,3910315.86841154
670,4280425.75647096
671,4045737.45313856
672,3818230.27539517
673,3929625.2101057
674,4181703.72132742
675,3790399.86442252
676,4538023.06340059
677,3716501.37041689
678,3813812.95232393
679,4204248.39884259
680,3499996.96812752
681,3996086.50788957
682,3845954.56797584
683,5898707.12566929
684,3841748.05031879
685,5055498.16948616
686,4082139.54604114
687,3595510.32371764
688,4126399.40190218
689,3862985.63753568
690,3521095.92790018
691,4202560.3889971
692,4093971.66492395
693,3801787.70750866
694,3515331.6016291
695,2902881.46085179
696,3998069.8790431
697,4298480.26557724
698,3443370.26683098
699,3638985.47656475
700,3766575.50701358
701,3516954.527713
702,4231746.42749737
703,3898056.59722008
704,3833656.40680052
705,3709352.61085625
706,4152330.51822267
707,4505772.918784
708,4088527.52701058
709,3754572.46951901
710,4843270.2084653
711,4467264.91438999
712,3548594.51171375
713,3650664.62534021
714,3858344.1178225
715,3774534.69147795
716,3653186.79881858
717,3691800.85273252
718,3576326.61547489
719,3725320.65579436
720,4247748.14919604
721,4572999.3553817
722,4736896.59459545
723,3633070.42270411
724,3566454.54975891
725,3916030.24213682
726,3567448.4008416
727,3818002.97699579
728,2989619.07302318
729,4209644.29053324
730,3398809.6277867
731,3395907.52390028
732,4258335.09378742
733,4945814.34045309
734,4920617.44201823
735,3728592.86519913
736,3893016.64858712
737,3704214.86111927
738,3849826.59956057
739,3933236.55053301
740,4441258.05770798
741,3999109.13459442
742,3562363.90153288
743,3878687.35593408
744,4099677.22853827
745,5046825.19647789
746,3657831.11406291
747,4305679.43580567
748,4919102.96707059
749,4654287.87481534
750,4606025.32058326
751,3602993.0913746
752,4072206.71280598
753,3314734.52895012
754,3498385.48549793
755,3638587.06437875
756,3730008.42743312
757,4642493.26912602
758,3738436.69257585
759,4406395.32235726
760,3795988.35507213
761,3983296.05380643
762,3902970.75812024
763,2928288.93711849
764,4573357.26404229
765,4274639.08251995
766,3845657.79773451
767,3775788.64072376
768,3561576.03455981
769,4681683.1131166
770,3513968.63693023
771,4025618.38190574
772,3603547.39165555
773,3940123.61242031
774,3632179.1007622
775,3891118.79198335
776,3611893.17071969
777,3607651.99827741
778,3717484.29422078
779,4004895.8346528
780,3824013.94817691
781,3844992.01085028
782,4717404.5787859
783,3947755.2991605
784,3801873.36797286
785,4276198.57986713
786,4308571.44871341
787,3886167.5527122
788,3843761.72710049
789,4202479.51130986
790,3677234.53460181
791,4334157.85406599
792,3420030.34121328
793,3633754.92849338
794,3420312.31797303
795,4450726.00208957
796,3788094.69767163
797,3504948.01820469
798,3717564.33187528
799,4126436.37532187
800,4357917.06035265
801,4150624.31506404
802,3847341.64065089
803,3613563.55447593
804,3656489.94832693
805,3489282.71319336
806,4691179.02056451
807,4620712.42745067
808,3527256.30788291
809,3716386.62977322
810,4228982.22143354
811,3599640.90959815
812,4484966.45120653
813,3596631.54278034
814,3406773.36982497
815,3951480.49983509
816,4117453.81785601
817,4050457.63029373
818,3622741.09829538
819,3744392.9782554
820,4154714.07545931
821,3833087.66436622
822,3641256.7958024
823,4367365.38672113
824,4193360.33817304
825,3996596.53203171
826,3912779.18238351
827,3533852.50093328
828,3725203.92821263
829,3888223.60565328
830,4535434.9255048
831,4635764.88022071
832,4520023.07639917
833,4725376.83984817
834,5871604.65020337
835,3675929.68772177
836,3243550.75909968
837,3698929.81821926
838,3507466.76539303
839,3420796.0015968
840,3674868.4336039
841,3618803.18549337
842,4695313.15262886
843,3688302.25017247
844,4005341.37154996
845,5524910.83238322
846,4380475.69932485
847,4078871.3223551
848,3495553.80275126
849,4266633.48795969
850,5098905.78038679
851,4022639.73439058
852,3907151.41969028
853,4083703.16377294
854,4620462.25225499
855,3927828.18448019
856,5112091.17592804
857,3572263.89419106
858,3171549.39488487
859,3573185.85682702
860,3866763.16841278
861,4231794.72314647
862,3662092.81028361
863,3670405.34302007
864,4901800.35669328
865,3934189.79668018
866,3439470.57229474
867,3861287.13055696
868,3859707.19381662
869,4283452.83373023
870,3828655.14974893
871,4319883.76102745
872,3611602.87353254
873,3613691.80700508
874,4129204.37249346
875,3838312.22738191
876,3638444.57816979
877,4516377.93009632
878,3392792.58001032
879,4348209.20871488
880,3254129.0647897
881,3462410.20534701
882,4359855.01921114
883,3584974.74768104
884,3759534.8706345
885,5396762.40637999
886,4059719.50471839
887,4178034.90121228
888,3705976.69904589
889,4255760.42637789
890,4517512.42404343
891,3806917.44346847
892,3637920.3688718
893,4430231.24689312
894,3715739.66709766
895,4092011.26563865
896,3945612.77259723
897,4140500.30166925
898,4075821.74368548
899,4329176.41381455
900,3573959.34427484
901,4605668.66764213
902,3438680.99205599
903,3898123.74306166
904,4066303.20302007
905,3757271.53491835
906,3581112.629265
907,3860330.62871936
908,4192628.61647083
909,3350726.34394967
910,4634884.07495395
911,4366562.2584767
912,3744624.52356654
913,4141034.84432543
914,3564340.6310255
915,4008733.62676203
916,3439969.59168064
917,3936473.99234065
918,4050392.44642235
919,3787027.94518197
920,3638520.62656878
921,4013805.68968151
922,5860969.40453632
923,2981351.68946342
924,4388065.08150931
925,3879258.02745717
926,4470785.10371405
927,4056674.34019366
928,4780572.86814226
929,3654104.53723898
930,3968003.26176465
931,3418044.96455637
932,4234862.4809802
933,4152835.79772489
934,3713313.84112464
935,4060140.93111826
936,3835709.26391579
937,3644897.63471208
938,5108482.57042504
939,3725034.70831057
940,3977639.37886926
941,4148702.36249884
942,4833885.27366627
943,4204136.91030764
944,4679186.49802527
945,3765872.88597595
946,3929490.4528676
947,3875090.15870818
948,4463555.72550275
949,3308209.84639811
950,6681404.70361619
951,3612322.0634232
952,4022393.50255453
953,3894043.21881813
954,3990201.30096512
955,5781544.39517184
956,4202398.33468214
957,4905556.59083969
958,5403512.88704359
959,3701598.47844639
960,4090057.37936927
961,4416599.70806614
962,4089809.55483363
963,4105515.21436786
964,4817790.77606441
965,3785124.92471236
966,5034831.80791333
967,4923549.16332151
968,3592364.64603549
969,3504325.32856164
970,3283339.7436568
971,3297843.88608463
972,3763470.48923175
973,3613997.25081666
974,3901311.65873446
975,3730020.93145684
976,3602962.84815464
977,4733449.41181535
978,4795302.91456565
979,4376293.05801176
980,4216256.63959167
981,3554444.63104451
982,3568454.97868338
983,4087641.73200816
984,4487195.58128216
985,3260140.81861493
986,4160272.91730229
987,4385309.98583875
988,4070284.53259247
989,3616881.33058787
990,4499740.00334086
991,3390462.68841793
992,4058422.80452421
993,4092237.47110846
994,5236969.36864295
995,3677573.05635848
996,3963689.47282056
997,4361680.38875628
998,4128357.78913384
999,4557339.25933317
1000,3960758.16778177
1001,3762934.08244634
1002,3776331.42779985
1003,4370718.34614492
1004,4044666.44323752
1005,4587323.732484
1006,5438657.05818507
1007,3223025.11156634
1008,3559800.0546237
1009,3889528.25478901
1010,3216417.76929917
1011,4581480.92644076
1012,4218996.41395365
1013,3749500.77596731
1014,4061470.1539896
1015,3873885.35966515
1016,3923451.3028269
1017,4203634.23157832
1018,3023439.2793003
1019,3943848.06823529
1020,3939243.79179416
1021,3720381.30100176
1022,4992473.00412924
1023,4671074.11096929
1024,3807404.27715258
1025,3808400.13830323
1026,4099672.75412894
1027,3909089.2008267
1028,4253191.76668455
1029,3703240.85188561
1030,3689640.80326573
1031,3432394.75110387
1032,3183466.06420002
1033,3944336.70992979
1034,3434035.71024391
1035,3720129.12637479
1036,3217533.45585788
1037,3225995.02398625
1038,3720494.48842921
1039,3648311.82620548
1040,3858020.25033303
1041,3799911.28185457
1042,3809301.26588941
1043,2866488.87890817
1044,3775295.13477739
1045,4091723.66628617
1046,3919827.52454603
1047,4001959.3659339
1048,3857787.80497208
1049,4306888.64283014
1050,6867391.79039165
1051,4038754.2361027
1052,3579948.78387436
1053,3459773.59975868
1054,4372087.94573072
1055,3211104.37503434
1056,4295060.78218099
1057,3977445.83624812
1058,3487109.13306293
1059,4067866.14581181
1060,4342481.76385867
1061,3670886.73314347
1062,4191771.18809378
1063,4006538.82132322
1064,4278710.14388068
1065,3853223.29403137
1066,4820729.8662177
1067,4845932.20213428
1068,3695311.20840507
1069,2482911.01026637
1070,4632827.16926689
1071,3495797.02959231
1072,5921890.95723487
1073,4124454.64896477
1074,3851176.17334363
1075,5164405.94325978
1076,3485998.95842636
1077,3557299.79933662
1078,3474036.67053998
1079,4734052.04377533
1080,4265781.41776077
1081,3703358.71279221
1082,3854374.0328275
1083,4169239.53057065
1084,3631228.46162134
1085,3399164.06592692
1086,4259239.40372216
1087,3273996.27253367
1088,4221115.64619177
1089,3672388.2551377
1090,4325467.73330429
1091,3712061.26893017
1092,3868635.59006497
1093,3854707.2875508
1094,3881959.67509451
1095,3651882.03016099
1096,3952070.03368239
1097,3707111.38767321
1098,3893303.31601453
1099,3422628.15211323
1100,6866235.02849991
1101,4607444.86908507
1102,3497350.20773548
1103,4908803.57961141
1104,4342353.39425258
1105,3650039.34236285
1106,3559224.27874068
1107,4071998.34477662
1108,4311229.37091053
1109,4003592.95795028
1110,4459057.03511363
1111,3810370.6008861
1112,3562654.27872878
1113,3732356.63376859
1114,3573921.53167761
1115,3684414.92249098
1116,4356168.96638404
1117,3955090.44795396
1118,4756292.84247807
1119,3670952.54828085
1120,4224702.76387641
1121,3094266.16054936
1122,3959624.62950502
1123,3669547.4086313
1124,4885452.91927345
1125,4861490.45365263
1126,4365683.18232427
1127,3516109.85938612
1128,3786487.1192236
1129,3813963.00751465
1130,3851528.71733036
1131,4878749.88375154
1132,3578149.87793542
1133,3764860.31230708
1134,6178450.8284963
1135,3366333.45979482
1136,4681631.09020489
1137,4099753.07978886
1138,3825167.83796637
1139,3980778.70720215
1140,3765393.71767198
1141,5348428.85117204
1142,4440038.5334545
1143,3810325.7795514
1144,3804853.17516359
1145,4165292.10781395
1146,3059948.88105706
1147,3940762.32407214
1148,4084215.23243441
1149,5099557.37091049
1150,4474614.4706524
1151,3202562.40182057
1152,3851180.20013758
1153,3905805.16947486
1154,3948175.10259311
1155,3600033.09615889
1156,3772152.96929906
1157,5193449.84135222
1158,4130398.25300014
1159,5090862.1598312
1160,3243471.353829
1161,4204637.90148682
1162,4090070.20732506
1163,4270117.43927239
1164,3425353.84546597
1165,3503286.16600164
1166,4480730.63350796
1167,4201631.4256698
1168,4317380.38602873
1169,3715901.51683325
1170,3830277.93556633
1171,4104375.96951676
1172,3302248.47468549
1173,4523388.63424481
1174,3498385.48549793
1175,3845073.31082767
1176,3691828.98930488
1177,4067441.71194166
1178,4158847.45190241
1179,3886739.34229352
1180,5551640.91147643
1181,4046977.86594958
1182,4866404.79573993
1183,3919088.22596241
1184,3629355.20568289
1185,3798073.09211738
1186,4587222.90487325
1187,3250258.94881925
1188,4368002.62655315
1189,4212728.57517764
1190,4832898.53779821
1191,4050461.79278412
1192,4311332.3433047
1193,3113954.93215012
1194,3993066.60443018
1195,4639678.08524103
1196,3635647.98851145
1197,4761914.52462854
1198,3761033.33253087
1199,4019067.06138143
1200,4636309.55552575
1201,3945033.92354259
1202,2511613.80139166
1203,3409032.23642059
1204,3953893.80839119
1205,3938268.22057513
1206,4078037.80550927
1207,3385954.166334
1208,3658697.67800936
1209,4113103.43973828
1210,3972640.39948438
1211,4676219.1838147
1212,3571913.19518794
1213,4021154.14998826
1214,3550815.82737434
1215,4161623.70641371
1216,4072307.71316255
1217,4490749.02761763
1218,3802545.69764055
1219,4143152.87760594
1220,3289001.97995551
1221,4667188.9803993
1222,4583323.3845767
1223,3609484.49221935
1224,4054391.42294945
1225,3761653.11560737
1226,4962969.73472873
1227,4294415.4052439
1228,3719308.09936237
1229,4579670.89110028
1230,4598448.79376619
1231,3800322.22960291
1232,3762303.82472593
1233,5602770.20989739
1234,4298122.17180203
1235,3626452.5105586
1236,4012846.44852317
1237,3697103.30663684
1238,3593339.36047433
1239,3875240.73099589
1240,5089922.74152913
1241,3810549.53433519
1242,4567024.37689159
1243,3646320.55326391
1244,4485164.67754698
1245,4467713.44418397
1246,3642377.19497524
1247,4055791.96190375
1248,3639249.79139199
1249,4064399.5365634
1250,4174394.55613977
1251,3994482.65835399
1252,4182622.6230015
1253,4294326.39358424
1254,3886767.80514689
1255,3551932.31455653
1256,3236850.42704756
1257,3930595.48504841
1258,3752875.23075105
1259,3792742.71438275
1260,4371944.11031512
1261,3815078.70292934
1262,4401548.47796257
1263,3801575.77534524
1264,4119717.76411678
1265,3354587.22653005
1266,3648128.4558328
1267,4861152.90320943
1268,3899879.63338596
1269,3826278.60426335
1270,3667593.6607983
1271,4123718.57205863
1272,4501325.20918675
1273,3303173.93346077
1274,3651004.3165261
1275,3875263.72777189
1276,3646981.3334591
1277,3820987.85025791
1278,3734948.12394074
1279,3498385.48549793
1280,4124797.61088916
1281,3767395.98227082
1282,4328857.72788776
1283,3362222.3017122
1284,4628274.12714493
1285,3091494.70634159
1286,3776882.9271658
1287,3027329.42936462
1288,4675335.07332941
1289,3519057.94850824
1290,3936483.8567784
1291,3710644.97290773
1292,4847228.33204682
1293,4780120.73447068
1294,4326450.07420186
1295,3793956.48807305
1296,4317044.84649367
1297,2580239.05980469
1298,4903190.62526561
1299,3517761.56347973
1300,3982437.46175022
1301,3549209.62831797
1302,3758188.05451356
1303,3951191.30085841
1304,3900344.85560881
1305,3892596.61494558
1306,3696136.21962425
1307,4151582.48160889
1308,4201007.73130114
1309,3293784.46351318
1310,4157639.44149386
1311,4213529.69266885
1312,4264294.92351375
1313,3976973.42774077
1314,4886453.8551943
1315,3909643.8971234
1316,3979578.68893395
1317,4432798.66179957
1318,4431405.66484613
1319,3773166.93508589
1320,4800952.29510726
1321,3924733.34677376
1322,4010620.25677658
1323,3515566.42908822
1324,3887708.54105464
1325,3714243.8352473
1326,4244191.91125275
1327,4278595.60200842
1328,4544564.85320298
1329,4371288.79769218
1330,3834959.35804911
1331,3723944.27785562
1332,3401423.71886614
1333,3844094.25806594
1334,3703589.11981853
1335,3968999.51321008
1336,3394841.71547006
1337,3766690.11815259
1338,3501470.19937533
1339,3793417.46753554
1340,3389743.39548955
1341,4669254.63826442
1342,3999818.50455671
1343,3385482.95390863
1344,5031333.77258942
1345,3650905.13897739
1346,3888666.80875506
1347,3760101.15667713
1348,4116307.59338233
1349,3975937.0840832
1350,4274238.87383002
1351,4037164.32232956
1352,3991430.74128133
1353,5614045.89275881
1354,3941991.00309385
1355,3716506.28225412
1356,5184361.69665853
1357,4828773.42027679
1358,3983854.49331042
1359,3278052.81600737
1360,3331759.6650299
1361,4572718.43214951
1362,3574714.82974879
