Id,Prediction
400,3577835.0934457
401,3918530.90999892
402,3952360.37019044
403,4474955.49753166
404,3721200.76361438
405,4672323.00491393
406,4670653.94589072
407,4948950.28802027
408,3776691.94918555
409,3888403.07848603
410,5181483.46984745
411,5511077.00080204
412,4852310.10612321
413,3034579.67408744
414,6649922.32156535
415,4239783.91345323
416,5526270.78544932
417,4072438.34751545
418,4066171.69251158
419,4423947.68750972
420,4714607.58018372
421,6572146.28338851
422,4240590.23431023
423,4168851.29101547
424,4352949.80519656
425,4997901.692591
426,4423482.58648959
427,4908175.90652254
428,7684810.81784745
429,4628048.7463973
430,3726480.35443396
431,4049059.48921754
432,4043290.08484774
433,6938121.42370192
434,4373377.77130909
435,5722540.08878833
436,4519294.19460008
437,3926490.83880835
438,5114604.98250568
439,5557305.48269182
440,5372710.18963049
441,4323996.64158035
442,4073435.43994422
443,7598863.42992286
444,9574335.20905986
445,5140541.05648267
446,5834224.50416249
447,4284282.03196526
448,3679594.24979037
449,6801170.83729057
450,6041207.37368924
451,4198579.32063265
452,5123097.33981486
453,5635025.81168511
454,4508940.46036294
455,3889351.20358759
456,4471762.39812346
457,4538039.07089605
458,2839967.61682881
459,3667619.38858422
460,5234790.67818217
461,5278314.71039435
462,4699988.94076832
463,4516017.93850774
464,5643120.52815842
465,4048283.70661671
466,5178404.10589076
467,3875217.48754241
468,3522641.23707667
469,4188304.57991107
470,4574335.36077967
471,3316107.17991918
472,3859079.20256897
473,4204546.06407369
474,4012116.41571624
475,4422506.93557965
476,4125359.65149731
477,4176428.85076685
478,4055728.90107235
479,4770103.59402956
480,7132672.80682766
481,6091550.63167109
482,4435132.90239629
483,4665844.31464132
484,6402867.63199204
485,4442330.80030618
486,4736806.94040586
487,5243990.19050443
488,4695602.2101382
489,4736380.11355163
490,4653956.62635846
491,3892869.45928962
492,5751750.97966868
493,7418159.81574647
494,4763691.0261373
495,5201456.56451541
496,5116253.22285041
497,5167257.50128122
498,5376364.37377733
499,4245368.32022432
500,5303404.87899558
501,4283077.13449861
502,5157706.20987445
503,7441788.39893793
504,4524947.95533276
505,4342949.75837795
506,4160923.33818538
507,5456728.43686776
508,4489162.65739503
509,5808854.2896525
510,5396918.79348815
511,5943110.67524526
512,3893762.20635892
513,5326790.8861598
514,4158646.21960616
515,4140190.10044672
516,3978589.77049233
517,5414367.80084844
518,5034497.28576688
519,5442372.82975561
520,4556634.85706163
521,4484498.90053406
522,5797881.60921216
523,5691351.92917332
524,4665062.19131948
525,5859092.95369018
526,4442395.87195084
527,6232996.91234532
528,4845406.99117662
529,4714273.36119375
530,4499714.50505732
531,4598367.51149755
532,3965157.78640861
533,4690788.5018889
534,4733800.35675502
535,4616895.0689771
536,4995852.96348642
537,3873899.49154549
538,4177517.13527566
539,5659592.45129239
540,4939501.02259216
541,3068438.47517006
542,5375880.94438639
543,5037751.61598017
544,4748814.39944925
545,4583333.35851025
546,4325106.32755121
547,4874350.56327316
548,5532680.93516648
549,4503223.26537723
550,4271778.22620821
551,5300998.90694985
552,4072264.97186444
553,4818894.7131575
554,5912496.26937477
555,4607608.67681474
556,4120689.58848385
557,5690657.66312268
558,5269702.61291168
559,5075137.36975451
560,4573549.58379622
561,5292889.48242722
562,4337357.08419864
563,5537976.27016402
564,4638392.426104
565,5425870.94790599
566,4227484.3936701
567,4504733.16808843
568,4502628.69938385
569,4915824.05562734
570,5369670.56369381
571,6729016.90715359
572,4392637.246586
573,4951964.27085639
574,4619021.65380957
575,4002539.84321873
576,7945665.55980858
577,4848220.39881263
578,2466145.73547881
579,7307613.08311473
580,5076304.28044259
581,4618296.22189732
582,4832318.53221495
583,4630873.18039666
584,4709519.27325592
585,4849785.86179708
586,4316417.26690467
587,4849745.36885118
588,5238839.80633448
589,5565215.28667049
590,5271694.03622897
591,4566991.05648916
592,4763910.55668518
593,4604504.80073096
594,4568940.05005166
595,4194538.45064402
596,7090529.89240283
597,4969576.15067303
598,4386448.50746646
599,6118882.20751552
600,5812908.77515458
601,4627566.17594046
602,4377857.30325377
603,4411859.50461375
604,4261695.99354159
605,4759116.0016682
606,4941764.6626766
607,4335015.98500356
608,4416091.05139344
609,4786218.89812513
610,6152283.19628311
611,4928007.24654688
612,4519465.09973918
613,5553485.50095929
614,5308368.77666201
615,5137197.19780029
616,5291765.468833
617,5281230.91989984
618,5832929.85086013
619,7965831.99478238
620,4676712.97795424
621,7086185.74539855
622,4993460.23449325
623,4927220.39323272
624,4943500.00697238
625,5335479.45137964
626,5725037.77521849
627,6075531.71993391
628,4732177.27579932
629,5179333.49922817
630,6314242.06711669
631,4739121.85766469
632,6398190.13448286
633,5103108.69507905
634,4356668.17674856
635,5578061.66433868
636,5475854.16444165
637,4599267.797865
638,4947260.3174025
639,9882537.29279262
640,2250326.73395474
641,4313011.27602599
642,4926212.81228487
643,4530207.5759198
644,4934486.1215634
645,4105049.29136244
646,4690716.30198498
647,4431572.08655225
648,7934671.70078692
649,5334700.45970808
650,4574768.4830899
651,4994692.71821299
652,4984678.65127794
653,5499264.03903763
654,5795610.83714386
655,7075220.96671109
656,4110401.6866495
657,5420238.02877815
658,3873175.35180113
659,4543174.49698289
660,7307018.99274431
661,6802580.11142916
662,6499494.66333912
663,5782393.08114986
664,4623259.1671432
665,5178194.85087608
666,7093312.56780492
667,5671255.36161825
668,5002711.27804647
669,5167513.76661685
670,6117426.35154713
671,5369930.13793809
672,5084389.05861133
673,5263332.78005484
674,5711193.07315593
675,5043995.00962814
676,6298283.59654143
677,4650941.07563764
678,4971249.64835797
679,5928934.5600999
680,4510656.40321442
681,5366990.84691932
682,5000466.43792833
683,9111130.59948023
684,5063825.58995247
685,7369676.55390204
686,5671481.74484095
687,4554848.31205183
688,5177146.09680145
689,4728409.27572387
690,3868271.76358449
691,5520269.59852134
692,5514954.12980754
693,5088601.65713177
694,4471673.61738384
695,3114990.22596555
696,5231907.69159762
697,5808465.74790447
698,4494916.60178897
699,4816555.35758782
700,5042267.33540159
701,4640584.34951388
702,5893084.41384719
703,5163161.67879698
704,5154720.28139015
705,4893412.60222325
706,5468552.69184112
707,6406880.02612208
708,5817219.13844453
709,4981293.04188927
710,6917221.05968362
711,5731262.79366729
712,4331891.38246096
713,4886956.05374048
714,5271760.12539926
715,5127519.14754356
716,4759650.03006697
717,4889844.67794854
718,4366244.61963933
719,4748766.23173257
720,5884706.6295061
721,6333271.6206935
722,6711351.63379613
723,4770593.77424464
724,4712400.96668893
725,5277809.94730795
726,4808405.47089428
727,5212481.09744904
728,3240985.69494947
729,5706565.78900608
730,4252546.2796562
731,3918387.93894341
732,5899458.54031888
733,7814123.76351283
734,7651855.23572951
735,5011154.33541717
736,5162035.6946326
737,4941099.36977826
738,5154767.17476464
739,5462612.2449102
740,6410282.25566849
741,5407236.87664343
742,4864109.80335277
743,5390054.97084865
744,5764848.60940512
745,7047188.75001567
746,4706327.08168282
747,6306509.59625631
748,7865518.803105
749,6787769.55047691
750,6520398.84885541
751,4923380.51378323
752,5662792.44194046
753,4428975.2186698
754,4627973.22676198
755,4851909.5711804
756,5005899.02381708
757,6685308.09635206
758,5083908.33592097
759,6138186.72609578
760,5113647.38988232
761,5353947.79496611
762,5372703.33946742
763,3410296.63301477
764,6608459.94690295
765,5338841.65746493
766,5433753.90760494
767,5297188.61690453
768,4862485.74362552
769,6396881.80343538
770,4610923.53197536
771,5495198.09413042
772,4698879.969027
773,5288415.14198031
774,4703419.38984195
775,5446055.9709523
776,4747843.1991029
777,4850263.60621844
778,4605237.03461351
779,5522851.66458379
780,5601936.96557593
781,5360487.1794778
782,6639593.2257663
783,5569941.20963251
784,5215929.86366691
785,6083188.89375097
786,6392230.07323574
787,5310354.19201228
788,5474486.7534822
789,6074979.96563767
790,5022571.18755089
791,6187985.32311639
792,4609208.0365749
793,4794556.91381259
794,4651902.50957554
795,6238716.11389083
796,5320256.31227528
797,4821357.4907428
798,4692091.92464895
799,6079310.69795458
800,5978508.62050931
801,6131159.93467229
802,4730829.99488525
803,5054464.4942056
804,4971542.51281467
805,4593030.89236955
806,7237832.67229617
807,6602749.52785644
808,4998442.1911429
809,5107618.60754322
810,6234280.38074164
811,5007096.74456416
812,6336461.88564889
813,4953141.27024329
814,4706521.59544701
815,5658850.365839
816,5656584.50480029
817,5743497.95579919
818,5086107.56625883
819,5033074.9394976
820,5651821.30674438
821,5508268.48845142
822,4922690.85546095
823,6387158.79345325
824,5335680.22430373
825,5678211.12045943
826,5560853.6579369
827,4888330.59697998
828,5135152.76255897
829,5527266.34793076
830,6178884.35332612
831,7436807.01897854
832,7187680.41749788
833,6530602.09360073
834,9455663.03968266
835,5200761.02229286
836,4506966.80623865
837,5261767.13849238
838,4906729.59088395
839,4694535.5070014
840,5090046.02787971
841,4978942.5990837
842,7511405.46751135
843,5245886.63863946
844,5724037.026365
845,9696509.80266168
846,6784515.30499702
847,5637940.90794646
848,4906708.41094307
849,6233948.61625724
850,7478296.01659334
851,5715182.63405087
852,5509892.23907724
853,5331803.28287026
854,6521448.73876809
855,5530782.71593393
856,8731892.34713495
857,4591398.10386822
858,3655055.7909341
859,4827062.01492952
860,5684388.70706665
861,6304962.50859274
862,5243201.72330276
863,5224923.51146667
864,7831889.71519614
865,5869861.1851847
866,4913201.13870378
867,5556556.46575763
868,5573250.09415638
869,6318235.18409903
870,5783107.54056729
871,6407888.86166068
872,5119169.6672248
873,5187964.13240711
874,5719807.67169453
875,5521074.66924452
876,5203159.68808365
877,7045281.83422751
878,4810141.1504255
879,6573428.7148631
880,4686536.51924527
881,4824508.13674685
882,6579832.93176707
883,5171022.79179429
884,5484622.51874761
885,9109512.48822223
886,6001701.69186959
887,5801723.20838304
888,5479744.09506739
889,6337926.56770595
890,6940649.02728381
891,5458637.40884639
892,5105196.40053779
893,6903115.72998795
894,5282536.44794913
895,6142249.56847338
896,5748844.23548821
897,6310051.91804769
898,6076239.39189099
899,6894083.98164427
900,5200054.38465565
901,7364357.83098924
902,4932679.05748349
903,5562498.64277983
904,6110613.852472
905,5311002.14047043
906,5212835.7886358
907,5743339.906225
908,6193322.12861113
909,4787973.50035539
910,7236819.29912305
911,6480591.20049893
912,5447136.70351318
913,5602293.30507122
914,5316174.23352692
915,6042578.5049616
916,5054959.15935652
917,5683776.51233471
918,6279282.61197673
919,5499551.24446949
920,5469637.83993426
921,6186389.85575701
922,9588186.24258098
923,3806679.73618578
924,7103890.4839124
925,6004439.21352734
926,6978205.60738673
927,6338338.59802466
928,7753428.93090104
929,5656475.94591349
930,6102339.87655455
931,4818047.03054399
932,6641200.00405075
933,6466248.64646634
934,5417293.99519603
935,6158562.68558575
936,5730179.87522472
937,5242821.20310228
938,8192675.79533719
939,5486798.73382353
940,6236474.61269399
941,6600620.07957455
942,6968189.95502409
943,6457311.19147
944,7746462.27264023
945,5603135.07195314
946,6098567.74245598
947,5869717.97609201
948,7203454.68919322
949,4794768.71671089
950,11470195.0833557
951,5527729.86109843
952,6145173.18564351
953,5861247.22215889
954,5475767.3105985
955,9509583.78174519
956,6691705.05589326
957,7063365.72835276
958,9023251.43078029
959,5729733.28143332
960,5579798.94943279
961,7014813.82644892
962,6471395.63607547
963,6327817.15619199
964,8062007.52216337
965,5772101.53757473
966,7437065.61084884
967,8051032.77888005
968,5274279.83623844
969,5254472.13213015
970,4817312.26902873
971,4747132.42273779
972,5377720.19557981
973,5232848.80328432
974,5940732.67739191
975,5644157.33254469
976,5250973.88737282
977,8040281.52963538
978,7654578.76072859
979,6767067.00440575
980,6919112.5053035
981,5403136.48111607
982,5169362.75027494
983,6381953.3740551
984,7339434.92973003
985,4334275.153546
986,6133135.79194785
987,7498752.77007627
988,5873085.23253463
989,5512703.53046284
990,7540454.59713791
991,5037596.19677352
992,6367931.51573769
993,6058799.36279653
994,9360572.40415892
995,5696285.62121159
996,6018644.33663449
997,6939723.48323364
998,6204560.33289857
999,7135325.55388096
1000,6181927.16520471
1001,6047771.36872442
1002,5978136.75834167
1003,6572465.33468552
1004,6588125.82131762
1005,7053427.10836191
1006,9508980.40338433
1007,4360673.16993139
1008,5530946.08996738
1009,6193773.46781127
1010,4718092.53620702
1011,7614753.73901449
1012,6939991.68013756
1013,5843984.13032304
1014,6269692.27332189
1015,6091521.26213183
1016,6031183.04575683
1017,6206374.34855667
1018,4138528.69684811
1019,6199305.78620109
1020,6504696.72980084
1021,5780255.05801792
1022,7882972.72896029
1023,7323125.53069105
1024,6019176.47822435
1025,5924067.05222171
1026,6458078.9113936
1027,6112056.77896747
1028,6839290.81728525
1029,5840318.33904435
1030,5735473.94926099
1031,5226001.0655301
1032,4805937.6337432
1033,6225074.28975885
1034,4652785.94216588
1035,5780998.68633617
1036,4422632.21389127
1037,4749644.40419082
1038,5779515.2463256
1039,5641921.93337035
1040,6020782.22909541
1041,6058847.93413375
1042,5862671.01832987
1043,3549051.89648494
1044,6142501.70598784
1045,6265451.04605959
1046,6171940.98252279
1047,6444090.46353373
1048,6203072.1826346
1049,7114209.94532057
1050,12964774.0623445
1051,6487335.03596634
1052,5531178.67957743
1053,5348636.87675094
1054,7469153.75843059
1055,4961429.66043428
1056,7093510.495283
1057,6553456.00306845
1058,5305387.12246383
1059,6668157.04757228
1060,7244132.90177173
1061,5614634.98988502
1062,6912616.48509791
1063,6461279.62367187
1064,7175646.93903107
1065,6058193.59758018
1066,8510657.66078029
1067,7843009.51515093
1068,5861897.83214234
1069,3139147.13591413
1070,7996792.88614311
1071,5367833.27490088
1072,11201423.2747447
1073,6691159.9622089
1074,5597508.12413504
1075,9759150.79357664
1076,5377364.39163707
1077,5591506.35985994
1078,5496813.59791008
1079,7936183.56091477
1080,7260417.5527582
1081,6034701.5180326
1082,6118181.3699721
1083,7159289.44743824
1084,6435489.88589357
1085,5359513.16040475
1086,7400750.19595393
1087,4754569.79780492
1088,6964424.65908227
1089,5832965.07464505
1090,7206323.57369047
1091,5937408.9169038
1092,6326181.01334644
1093,6354321.9573058
1094,6431881.96972063
1095,5657146.52059354
1096,6611716.06882091
1097,6073372.89671384
1098,6394249.81433892
1099,4838907.02190432
1100,13538228.1149229
1101,7971358.69468398
1102,5531747.13667758
1103,8077752.10139893
1104,7311791.12848593
1105,6004594.50600903
1106,5440457.43602586
1107,6131436.82157083
1108,7175210.58758835
1109,5816029.28664349
1110,7613652.59328609
1111,6306151.71594559
1112,5175943.31901122
1113,6121756.6071699
1114,5893440.00269341
1115,6028442.07861479
1116,7674491.34616743
1117,6596786.40827405
1118,8212846.57080952
1119,5765186.98141369
1120,7177219.39876259
1121,4876818.40677791
1122,6538850.83980437
1123,5707205.74840109
1124,9008389.27872811
1125,8839305.50476637
1126,7507362.09212913
1127,5670171.49916895
1128,5615778.89131359
1129,5969048.99134637
1130,6459274.61495992
1131,8685037.63314974
1132,6043936.85541845
1133,6145992.387008
1134,11006732.6905543
1135,5501961.86124479
1136,7737167.2305335
1137,6955259.54649247
1138,6162680.65024188
1139,6613868.55578608
1140,6464779.32538049
1141,10442410.5718418
1142,7250366.63687114
1143,6201073.04002414
1144,6580924.74824178
1145,7153393.86198205
1146,4029287.65445855
1147,6684135.46087141
1148,6723117.36804421
1149,9646094.85768769
1150,7718445.07514866
1151,5106755.03153704
1152,5975573.84616625
1153,6545258.10491846
1154,6744320.19032581
1155,6133733.97934006
1156,6476375.31615016
1157,8822715.94019704
1158,7353371.65397702
1159,8242375.12310616
1160,4869895.18700549
1161,7371543.22494407
1162,7171911.80077968
1163,7228684.3425802
1164,5310219.72740582
1165,5858954.85992772
1166,7727388.66711535
1167,6844217.77364638
1168,7695648.15463757
1169,6230201.8445581
1170,6612127.18630684
1171,7103610.06225458
1172,5439792.68418823
1173,8398063.3994487
1174,5774503.06526772
1175,6665621.62780221
1176,6149702.77532468
1177,7300018.20794318
1178,6728361.9115471
1179,6597875.79222016
1180,10757235.746164
1181,7176877.95591213
1182,8916103.98580413
1183,6848381.9884101
1184,5999612.91055944
1185,6440947.89199142
1186,8308250.45520286
1187,5309824.378108
1188,8048936.68671163
1189,7242938.68019209
1190,8648948.79777424
1191,7297676.09468787
1192,7731501.66356709
1193,4965040.97817693
1194,7128346.35408527
1195,8819674.37578754
1196,6152265.92018073
1197,9021381.03994597
1198,6357068.94776639
1199,7018928.65443445
1200,8568291.08323978
1201,6434981.60317264
1202,3331908.3028164
1203,5581826.4278727
1204,6969633.75473924
1205,6758635.81301075
1206,6687708.43059028
1207,5182950.40811759
1208,6353824.96546911
1209,6275327.23006519
1210,7025450.3096023
1211,9173317.41289648
1212,6075472.24865977
1213,7230085.24665902
1214,6188077.93793481
1215,7330129.32396625
1216,6333438.48923202
1217,8138128.25558746
1218,6634436.00456815
1219,7719930.8842855
1220,5248667.3878048
1221,7744561.59674925
1222,8222768.91827542
1223,5742277.46454656
1224,6862251.32003614
1225,6531047.60083122
1226,9336566.14279946
1227,8267208.5160296
1228,6228432.5889975
1229,8139340.33793589
1230,8535361.95041789
1231,6653038.19033308
1232,6596474.24228264
1233,12621773.7618339
1234,8053065.96178759
1235,6303788.99420886
1236,6443574.17271728
1237,6448654.7892654
1238,5850068.6663617
1239,6874665.80807887
1240,8580263.01788452
1241,6656680.04931702
1242,8816972.64116967
1243,6235266.00681876
1244,8362153.61878208
1245,8176540.11913778
1246,6376476.0324521
1247,7530408.65745841
1248,6477956.05754892
1249,7308217.2432656
1250,7749583.94822994
1251,7251043.38217892
1252,6964983.4727076
1253,7765616.16106033
1254,6655840.28759591
1255,6508624.14251132
1256,5223195.13098106
1257,7076371.66961273
1258,6929303.9923518
1259,6536015.0271066
1260,7780271.68527182
1261,6630327.02093069
1262,8341063.54847647
1263,6891898.12256825
1264,7026865.13587956
1265,5836140.87026145
1266,6528211.83290697
1267,9704805.46708751
1268,7146108.74987728
1269,6688893.47921785
1270,6625718.35253068
1271,7802540.04301683
1272,8496850.23210061
1273,5859215.41252327
1274,6356633.44227912
1275,7099338.86948399
1276,6477131.52351707
1277,6654225.29216229
1278,6616640.08422297
1279,6126884.47570705
1280,7780938.06776296
1281,6950988.04479207
1282,8018913.01809943
1283,5390675.67744612
1284,8847491.9283456
1285,4893208.84358142
1286,6727988.12124053
1287,4991379.61792544
1288,9303816.42805627
1289,6374658.45080136
1290,6818294.09807342
1291,6768397.5447313
1292,9494429.14452763
1293,9259377.32662078
1294,8193373.71405885
1295,6928333.36579389
1296,8174532.88413586
1297,4243102.28861442
1298,10374243.4117016
1299,6160088.99380143
1300,7198107.5794495
1301,6198186.18813321
1302,6765398.11421611
1303,7398131.03087278
1304,7365311.60166282
1305,7045023.65759034
1306,6802984.30963408
1307,7526537.98334729
1308,7573893.32937459
1309,5648065.4273297
1310,7507940.56188233
1311,7949251.44623593
1312,8069252.35572905
1313,7168812.82672663
1314,9585773.72258466
1315,7326625.09405652
1316,7379844.43051916
1317,8333509.67145113
1318,8498321.00452899
1319,6959771.28265712
1320,9408074.65704577
1321,7270495.66129367
1322,7244792.05944278
1323,6448766.18688544
1324,7227189.60379398
1325,6533369.52167126
1326,8192260.44013948
1327,7156843.10923154
1328,8318454.10367995
1329,8031387.71037335
1330,7185144.34821469
1331,6826311.55878732
1332,6002853.45111721
1333,7118759.60492036
1334,6724074.0032713
1335,7584947.84057576
1336,6131739.13176848
1337,6176956.37294467
1338,6348590.72131857
1339,7092647.85915027
1340,5794957.41347475
1341,9540269.08501908
1342,7589744.45918214
1343,6099239.83512682
1344,10968052.9804013
1345,6840639.62031237
1346,7456913.79497048
1347,7147114.6351446
1348,7970566.82062325
1349,6856344.65725422
1350,8194861.9415667
1351,7993949.94406939
1352,7709957.51996416
1353,11131718.870743
1354,7592023.08673371
1355,6919720.15308628
1356,9328577.16117478
1357,9768258.60936458
1358,7520811.99440909
1359,6057437.87074839
1360,5801443.17282312
1361,9129389.71609131
1362,6535103.36795148
1363,8487874.66225134
